Category,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,cluster,gwas,logPVal_enrichment
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0208880758980318,0.00868065339362297,2.09804953128503,0.871906099568251,0.200609913530156,KIDNEY-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-0.697647609276412
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0267959498803102,0.007814612326782,0.764168557738135,0.22285759817112,0.295590869681198,ADRNL-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-0.529308984716701
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0498088265605504,0.0101806501054902,1.56519119419963,0.319916468559437,0.0642204246797998,COLON-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-1.19232682683735
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0398493013132777,0.0097762640574174,1.37938495448867,0.33840572124201,0.251146104210809,SPLEEN-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-0.600073554246899
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.046504761917491,0.0119295204717543,1.12659468221492,0.288996949359667,0.657824605715683,BAT-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-0.181889885905528
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0135571922009058,0.00426190744100583,1.30366141281391,0.409825588771436,0.455724804401454,WAT-SC-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-0.341297332792337
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0260861266565545,0.0091622215233825,1.29805878856615,0.455916753291863,0.513251451950463,LUNG-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-0.289669813368609
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.000181745147323275,0.00287133338776857,0.0375754073690724,0.593641829379431,0.104007070130006,SMLINT-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-0.982937137488886
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.00988908696369067,0.00608231364671589,1.41568213432404,0.870719692993522,0.630017108549751,LIVER-sex_homogeneous_changing,BCAC_Overall_BreastCancer_EUR,-0.20064765681965
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.072365835506173,0.0112778573522884,1.68259056490201,0.262223413031036,0.010320714696207,BLOOD-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-1.98629022733365
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.0129164534774525,0.00875549010960129,6.81570619591015,4.62006450086401,0.212488039332955,HIPPOC-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-0.672665510780207
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.0151824650337914,0.0103444498811056,10.2219435372003,6.96463863889782,0.194585446769739,CORTEX-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-0.710889644149601
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0521883590301851,0.0121239657594214,2.17857792402027,0.506109114099109,0.0288282179409685,SKM-GN-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-1.54018220333931
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0907786944183498,0.0156559533426631,2.40222237076649,0.414294142435028,0.00170664139424927,SKM-VL-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-2.76785772484892
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0647044195539791,0.0105628291147775,1.81890488905855,0.296931517995163,0.00571796885122864,HEART-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-2.24275821480111
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0200741436615552,0.00622477388355039,2.01629618284003,0.62523154322552,0.108275810791629,KIDNEY-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-0.965468555499186
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0530211829386553,0.00901695208080763,1.51206137781196,0.257145997718401,0.0536607478305732,ADRNL-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-1.27034327917753
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0811889670550625,0.017904347933845,2.55127986495058,0.562625736421904,0.00692208321811788,COLON-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-2.15976318386996
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0504728581768591,0.0116501599458435,1.74711974576082,0.403270692761897,0.0693373315702305,SPLEEN-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-1.15903287607194
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0596971699296698,0.0101504914134282,1.44618553913619,0.24589932679422,0.0655986222929002,BAT-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-1.18310528161328
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0242930508347234,0.00807887912429857,2.33602301298343,0.776866095653061,0.0868914274365185,WAT-SC-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-1.06102306820799
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0388197505641713,0.00950146106721058,1.93169032157203,0.472797483692847,0.0487006229398855,LUNG-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-1.312465483598
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00457521688050735,0.00255274424919259,0.945915974202764,0.527774229382051,0.918280256064073,SMLINT-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-0.0370247533445577
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.00584841328654516,0.00297975345664533,0.837235453010452,0.426569586125752,0.703873611240304,LIVER-sex_homogeneous_changing,CARDIoGRAM_C4D_CAD_ADDITIVE,-0.152505316523629
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.0742269565853393,0.0245734959567555,1.72586381319717,0.571362607151375,0.208675055195785,BLOOD-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.680529462953249
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00129428751038165,0.00280337928721173,0.682964826157315,1.47927676979515,0.83113254703775,HIPPOC-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.080329710443659
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00362274393310229,0.00258853597902891,2.4390956179702,1.74279134269393,0.405405305653405,CORTEX-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.392110571871627
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0320855220751254,0.0135605801218802,1.33939467292128,0.566079889067775,0.54944775779944,SKM-GN-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.260073594556264
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0582457473538667,0.014207847284423,1.54132242363676,0.375973776729882,0.14389529466914,SKM-VL-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.841953407124121
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0340496217508132,0.015481166403982,0.957168365006063,0.435190817793221,0.921310070369628,HEART-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.0355941817602493
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0142007437194257,0.00934501984162855,1.4263574993639,0.938636693694968,0.649397002941281,KIDNEY-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.187489720035652
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0255745631066345,0.0148175065699913,0.72933697410519,0.422566569777989,0.519229861499325,ADRNL-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.284640338720304
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0659274221193838,0.0157101227664851,2.07170149716535,0.493674465187518,0.0348198020253532,COLON-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-1.45817370247604
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.082856096671357,0.0229634279730854,2.86806667543873,0.794879860014108,0.0247268701779835,SPLEEN-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-1.60683085130763
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0712515666428489,0.0214713170807931,1.72609497972991,0.5201504243004,0.164474691134396,BAT-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.783900920487872
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0104043121845835,0.0091167036293875,1.00048004932798,0.876663438680087,0.999561626472247,WAT-SC-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.000190424945793455
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0324649006086304,0.011711526027633,1.61546979012198,0.582771428194015,0.295438118489836,LUNG-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.529533471171064
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0253236954081894,0.0166611558052161,5.23561803474445,3.444657124776,0.219586247214064,SMLINT-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.658394863429948
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.00721777070756727,0.00619325430889501,1.03326718410583,0.886601514439093,0.970036373668425,LIVER-sex_homogeneous_changing,CKDGen_Chronic_Kidney_Disease,-0.0132119805921981
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.0417765304121597,0.0202018039646767,0.97135333841127,0.469715640083579,0.951203604993204,BLOOD-sex_homogeneous_changing,CNCR_Insomnia_all,-0.0217265124414157
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,-0.00388070431582848,0.00366967103169832,-2.04775563942992,1.93639837989269,0.117298120467742,HIPPOC-sex_homogeneous_changing,CNCR_Insomnia_all,-0.930708946767916
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,-0.000614395570112176,0.00392777847311532,-0.413655938822491,2.64446713293626,0.597341205058154,CORTEX-sex_homogeneous_changing,CNCR_Insomnia_all,-0.223777526250486
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0087046584441621,0.0152299093776986,0.363371776292483,0.635765235229811,0.318329297288725,SKM-GN-sex_homogeneous_changing,CNCR_Insomnia_all,-0.49712338944905
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0368736658872883,0.0194182080353313,0.975765796745232,0.513852441275486,0.962395686566491,SKM-VL-sex_homogeneous_changing,CNCR_Insomnia_all,-0.0166463321609059
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0425949995444024,0.0190657369981078,1.19738734161932,0.535956623649679,0.712646882231606,HEART-sex_homogeneous_changing,CNCR_Insomnia_all,-0.147125610521705
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.0191508809581926,0.0117225990383488,1.92356141437697,1.17744657468271,0.437325168306144,KIDNEY-sex_homogeneous_changing,CNCR_Insomnia_all,-0.35919552804745
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0406003678610138,0.019861116686234,1.15784380440218,0.566400555344394,0.780144733473581,ADRNL-sex_homogeneous_changing,CNCR_Insomnia_all,-0.107824818953224
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0241227611203028,0.0191745726243613,0.758032981150037,0.602541242117148,0.687476683938837,COLON-sex_homogeneous_changing,CNCR_Insomnia_all,-0.162742026528122
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0413472608108738,0.0166230554278597,1.43123687473122,0.575407643274807,0.446590917144285,SPLEEN-sex_homogeneous_changing,CNCR_Insomnia_all,-0.350090113943108
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0276957185695869,0.0188798485368736,0.670938802266662,0.457371161267362,0.474364698977944,BAT-sex_homogeneous_changing,CNCR_Insomnia_all,-0.323887637539069
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.00107021479408113,0.00890938243707336,0.102911997542746,0.856727405136175,0.304298856356813,WAT-SC-sex_homogeneous_changing,CNCR_Insomnia_all,-0.516699679843144
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0148537526278039,0.017975925774189,0.739130204938411,0.894491111731835,0.769272305774277,LUNG-sex_homogeneous_changing,CNCR_Insomnia_all,-0.113919902120821
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00177298686809902,0.00639959132774557,0.366561114890934,1.32310135746237,0.629348513690106,SMLINT-sex_homogeneous_changing,CNCR_Insomnia_all,-0.201108789123606
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.00564224492841649,0.00845941038151872,0.80772121551438,1.2110153533893,0.873692108641722,LIVER-sex_homogeneous_changing,CNCR_Insomnia_all,-0.0586415869033609
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.076245823054957,0.0165602755747176,1.77280482686496,0.38504583328994,0.0414028212979577,BLOOD-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-1.3829700638939
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00199239985567742,0.00328801528596033,1.05134215555193,1.7350076935505,0.976379173846609,HIPPOC-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.0103814926509548
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,-0.00132929714105397,0.00214718788570129,-0.894979852729628,1.44564359493327,0.179431671403631,CORTEX-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.746100897402071
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0279188787808092,0.012960136138211,1.1654601544396,0.541014644025753,0.759789426536145,SKM-GN-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.119306754515121
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0413925056362429,0.0128738179285109,1.09534515404268,0.340672154663554,0.779199106131289,SKM-VL-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.108351554335898
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0530066788456132,0.0163488303540831,1.49006988965583,0.459581705027471,0.285399299316593,HEART-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.544547097455817
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.00539623622359628,0.00510589652732968,0.542011190254545,0.512848759658293,0.378350008860256,KIDNEY-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.422106251526042
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0414052982272563,0.0122938869251633,1.18079885842336,0.350597828498737,0.603225861566401,ADRNL-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.219520047617696
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0535387037847964,0.0139723138284771,1.6823987533807,0.439065604975464,0.116097828708791,COLON-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.935175902471665
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0290730336814393,0.0117691569431723,1.00636407464834,0.407389777973811,0.987487169983281,SPLEEN-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.0054685382753362
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0765231339708845,0.0162522790051068,1.85380060542991,0.393717338742897,0.026619483000803,BAT-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-1.57480038357505
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.00817450716952212,0.00660760107673092,0.786061701254376,0.635387802086789,0.737259889034666,WAT-SC-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.13237939344638
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.01581874957984,0.00968838305051455,0.787148938843287,0.482098815638307,0.657045417441925,LUNG-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.182404609340254
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00171543602271552,0.0036456791875564,0.354662604853288,0.753736111400635,0.386150524351473,SMLINT-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.413243371099346
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.00795863657523453,0.00514471536446135,1.13932657832877,0.736496873209027,0.84966725157772,LIVER-sex_homogeneous_changing,DIAGRAM_T2D_TRANS_ETHNIC,-0.0707511202819108
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.101738703367353,0.0405964062713979,2.36554419877692,0.943914067783494,0.137651107945451,BLOOD-sex_homogeneous_changing,EAGLE_Eczema,-0.861220288646537
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,-0.0100470384461065,0.00520879133227009,-5.30158392992422,2.74855566340479,0.0092385163573212,HIPPOC-sex_homogeneous_changing,EAGLE_Eczema,-2.03439776791018
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,-0.00200039993586613,0.00449843261125416,-1.34681523393808,3.02867314733129,0.426330205659592,CORTEX-sex_homogeneous_changing,EAGLE_Eczema,-0.370253896331148
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.00885036078046406,0.0183891346377414,0.369454050179693,0.767645572846015,0.417474530717885,SKM-GN-sex_homogeneous_changing,EAGLE_Eczema,-0.379370014805729
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0609285011816595,0.0313394095029497,1.6123145358463,0.829316075506146,0.459573858827636,SKM-VL-sex_homogeneous_changing,EAGLE_Eczema,-0.337644682528983
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0976842295615066,0.0285569251397886,2.74599979349348,0.802763259624145,0.0180228638380858,HEART-sex_homogeneous_changing,EAGLE_Eczema,-1.74417619835937
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,-0.00151648843005395,0.0126313998517261,-0.152319814204316,1.26872875547551,0.349960001982824,KIDNEY-sex_homogeneous_changing,EAGLE_Eczema,-0.455981589680573
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0959037444468783,0.027383006627954,2.73498892194559,0.780910278414625,0.0121312437428605,ADRNL-sex_homogeneous_changing,EAGLE_Eczema,-1.91609467127101
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.072746662895358,0.0276110787282314,2.28598913152081,0.867649777600041,0.134974252943096,COLON-sex_homogeneous_changing,EAGLE_Eczema,-0.869749067587701
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.082237641487429,0.0293089977514195,2.84665882768177,1.01453197915868,0.0622231826983391,SPLEEN-sex_homogeneous_changing,EAGLE_Eczema,-1.20604777861826
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.134435797280233,0.0339013365468021,3.25675582607962,0.821272142869327,0.00397471634643228,BAT-sex_homogeneous_changing,EAGLE_Eczema,-2.4006938591018
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0383978977653237,0.0127441839030821,3.6923469777526,1.22548242630521,0.0183293724160828,WAT-SC-sex_homogeneous_changing,EAGLE_Eczema,-1.73685240469944
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0583777839053075,0.0337262939807546,2.90490790192725,1.67823735903254,0.25552723713475,LUNG-sex_homogeneous_changing,EAGLE_Eczema,-0.592562800786145
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.0128868795485816,0.011168280028262,2.66433385367264,2.30901720268423,0.460770981995444,SMLINT-sex_homogeneous_changing,EAGLE_Eczema,-0.336514879315912
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.0549156712913082,0.0225398935605565,7.86150784465367,3.22672100472018,0.0323557175613533,LIVER-sex_homogeneous_changing,EAGLE_Eczema,-1.49004896427075
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.0615364305678115,0.0141663701083112,1.43079419655585,0.329384723004006,0.189322059701993,BLOOD-sex_homogeneous_changing,EGG_BL,-0.722798779334277
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,-0.0025907447648399,0.00200240003801124,-1.36707457480997,1.05661901462256,0.0256105189771717,HIPPOC-sex_homogeneous_changing,EGG_BL,-1.5915816208038
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00148467688359773,0.00287198450611408,0.999592835639324,1.9336295783242,0.999831715922815,CORTEX-sex_homogeneous_changing,EGG_BL,-7.3090996311589e-05
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0384551351213233,0.00841046398251909,1.6052911031764,0.351090770117643,0.0849752248728737,SKM-GN-sex_homogeneous_changing,EGG_BL,-1.07070767745489
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.066655745856256,0.0122325277944512,1.76387119094386,0.323702076870954,0.0168367404481547,SKM-VL-sex_homogeneous_changing,EGG_BL,-1.77374198305014
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0409381845873757,0.0111052016407099,1.15081264322353,0.312178143278407,0.62933069279109,HEART-sex_homogeneous_changing,EGG_BL,-0.201121086964177
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.00715724261962655,0.00503487888933149,0.718890988174534,0.505715574062721,0.578338150204642,KIDNEY-sex_homogeneous_changing,EGG_BL,-0.237818158419426
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0616814546197465,0.0126392903607278,1.75903554180764,0.360448065059565,0.0372709021812757,ADRNL-sex_homogeneous_changing,EGG_BL,-1.42863009456552
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.083712103518578,0.0144884758433275,2.63056683569777,0.455285465916016,0.00045959492959876,COLON-sex_homogeneous_changing,EGG_BL,-3.33762477123577
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0380400835654762,0.0111994409387616,1.3167588190618,0.38766903861536,0.413334586585071,SPLEEN-sex_homogeneous_changing,EGG_BL,-0.383698252752212
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.0416427215496982,0.0127027698803277,1.00880999528785,0.307729196033033,0.977162467838727,BAT-sex_homogeneous_changing,EGG_BL,-0.0100332223408105
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.00818477989949868,0.00546661403367855,0.787049528341006,0.52567033563023,0.684538557297858,WAT-SC-sex_homogeneous_changing,EGG_BL,-0.164602084783326
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0260623832914216,0.00993216831624348,1.29687730676985,0.494229693129959,0.547817087638062,LUNG-sex_homogeneous_changing,EGG_BL,-0.261364425256249
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00389357221310783,0.00394205848759959,0.804987446339877,0.815011876387496,0.810872150717497,SMLINT-sex_homogeneous_changing,EGG_BL,-0.0910476151043779
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.0112713384527031,0.00520621412681517,1.61355972861788,0.745300790038457,0.411418012773862,LIVER-sex_homogeneous_changing,EGG_BL,-0.385716697869688
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.0490679405205041,0.0169349857921704,1.1408871766834,0.393758285402851,0.718832069696896,BLOOD-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.143372555684222
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.00383290187798308,0.00163224635514575,2.02253142657836,0.861297694095272,0.229706604101943,HIPPOC-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.638826518589033
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00322432544455368,0.00260306038643933,2.17085121331942,1.75257023381142,0.503167446297574,CORTEX-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.298287464444073
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.0182547025047833,0.00739264253000339,0.762033768171873,0.308602303565889,0.443355841355615,SKM-GN-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.353247565192255
Cluster_SKM-VL-sex_homogeneous_changing,0.0377894634248139,0.0227599806787989,0.00918827856711571,0.602283774790354,0.243143927814608,0.107773414869776,SKM-VL-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.96748835602566
Cluster_HEART-sex_homogeneous_changing,0.0355732836517194,0.0407738468365863,0.0127603131900814,1.14619294737543,0.358704957209219,0.681858794169285,HEART-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.166305553880952
Cluster_KIDNEY-sex_homogeneous_changing,0.00995594984129764,0.00970650799451889,0.00583371295688867,0.974945449630125,0.585952425422054,0.965775975717653,KIDNEY-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.0151236021485791
Cluster_ADRNL-sex_homogeneous_changing,0.035065496491538,0.0438285448742512,0.011722845991685,1.24990515633589,0.334312847802224,0.454082082061111,ADRNL-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.34286563488722
Cluster_COLON-sex_homogeneous_changing,0.0318228384782221,0.0389502645048441,0.0100665226041991,1.22397203918499,0.316330129101717,0.480719687915789,COLON-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.318108090939598
Cluster_SPLEEN-sex_homogeneous_changing,0.0288891807784359,0.0230833220486916,0.0129901430690406,0.799029997621878,0.449654255296054,0.649689214409369,SPLEEN-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.187294342964316
Cluster_BAT-sex_homogeneous_changing,0.0412790532847723,0.020508908702485,0.0110534084207392,0.496835733150175,0.267772817958904,0.0615411892886711,BAT-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-1.21083411522999
Cluster_WAT-SC-sex_homogeneous_changing,0.0103993199980071,0.0181756804111848,0.00805522673984826,1.74777585598558,0.774591679205173,0.335049851177722,WAT-SC-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.474890570632733
Cluster_LUNG-sex_homogeneous_changing,0.0200962598045112,0.0176923780255604,0.00990992210987832,0.880381633083228,0.493122710707281,0.807632266686584,LUNG-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.0927863383613861
Cluster_SMLINT-sex_homogeneous_changing,0.00483681109663406,0.00814547716774839,0.0043071238081793,1.68405939471501,0.890488324254926,0.441507779327415,SMLINT-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.355061639789234
Cluster_LIVER-sex_homogeneous_changing,0.00698538656660559,0.00924747542065847,0.00464721523823275,1.32383159220809,0.665276745090855,0.625819269590336,LIVER-sex_homogeneous_changing,EGG_BMI_HapMapImputed,-0.203551068630046
Cluster_BLOOD-sex_homogeneous_changing,0.0430085827269496,0.0989058887364967,0.0128826095595345,2.29967793555125,0.29953578431828,1.85373972179495e-05,BLOOD-sex_homogeneous_changing,EGG_BW3_EUR,-4.73195124393665
Cluster_HIPPOC-sex_homogeneous_changing,0.00189510127141383,0.000173629793536938,0.00142872675358532,0.0916203245473011,0.753905226668663,0.22992933605566,HIPPOC-sex_homogeneous_changing,EGG_BW3_EUR,-0.638405614749437
Cluster_CORTEX-sex_homogeneous_changing,0.00148528163734603,0.00217562482635409,0.00109774532725507,1.46478941882133,0.739082272111421,0.528799939002923,CORTEX-sex_homogeneous_changing,EGG_BW3_EUR,-0.276708603618285
Cluster_SKM-GN-sex_homogeneous_changing,0.0239552409187542,0.045671715226701,0.0101306348034903,1.90654376558348,0.42289847294164,0.0327092288725702,SKM-GN-sex_homogeneous_changing,EGG_BW3_EUR,-1.48532969434445
