Discovered in,Entrez,Symbol,Group,Model pvalue,AICc diff,Coefficients,R2(if applicable),subgroups
"acute,muscle",58476,TP53INP2,time;avg_age,1.43E-09,-15.66116867,"b0:-0.48(0.066),time.L:-0.32(0.041),time.Q:-0.42(4.7e-05),avg_age:0.018(0.028)",77.19325129,"acute,muscle,time;avg_age,1"
"acute,muscle",57644,MYH7B,time;training,0.000103794,-5.931543698,"b0:-0.056(0.47),time.L:-0.4(0.0034),time.Q:-0.11(0.26),trainingresistance:-0.3(0.021)",58.48127662,"acute,muscle,time;training,1"
"acute,muscle",3929,LBP,base_model,0.00014546,-5.152416144,b0:0.23(0.00015),NA,"acute,muscle,base_model,2"
"acute,muscle",55905,RNF114,time,0.000168449,-5.214772437,"b0:0.077(0.17),time.L:-0.18(0.094),time.Q:-0.26(0.0012)",48.8419312,"acute,muscle,time,3"
"acute,muscle",116151,FAM210B,time,2.57E-05,-7.069312855,"b0:-0.11(0.038),time.L:-0.33(0.0013),time.Q:-0.23(0.0028)",58.23125757,"acute,muscle,time,2"
"acute,muscle",140688,NOL4L,avg_age,3.32E-08,-15.33219067,"b0:-0.33(6.2e-08),avg_age:0.012(3.3e-08)",NA,"acute,muscle,avg_age,1"
"acute,muscle",6385,SDC4,time,2.13E-07,-16.44677663,"b0:0.48(0.00054),time.L:-0.79(0.0039),time.Q:-0.77(0.00017)",61.0196383,"acute,muscle,time,3"
"acute,muscle",6790,AURKA,time;training,8.27E-07,-6.322114963,"b0:-0.012(0.81),time.L:-0.24(0.0049),time.Q:-0.17(0.0072),trainingresistance:-0.25(0.0027)",85.63466724,"acute,muscle,time;training,1"
"acute,muscle",50861,STMN3,time,1.14E-06,-8.00758457,"b0:0.086(0.0013),time.L:0.25(1.5e-06),time.Q:0.089(0.022)",88.08076858,"acute,muscle,time,1"
"acute,muscle",54963,UCKL1,time,1.57E-05,-6.473342237,"b0:-0.092(0.035),time.L:-0.36(2.1e-05),time.Q:-0.075(0.24)",63.13261806,"acute,muscle,time,2"
"acute,muscle",54345,SOX18,time,0.000105429,-7.334677301,"b0:0.017(0.82),time.L:-0.084(0.58),time.Q:0.36(5.7e-05)",NA,"acute,muscle,time,4"
"acute,muscle",3588,IL10RB,time,3.40E-07,-11.63818001,"b0:0.099(0.0019),time.L:0.2(0.001),time.Q:0.19(3.7e-05)",75.0434479,"acute,muscle,time,1"
"acute,muscle",10950,BTG3,base_model,0.000238434,-6.533911874,b0:0.22(0.00024),NA,"acute,muscle,base_model,2"
"acute,muscle",3689,ITGB2,time,0.000349871,-6.058206456,"b0:0.15(0.066),time.L:0.47(0.003),time.Q:0.22(0.063)",49.79974738,"acute,muscle,time,1"
"acute,muscle",23617,TSSK2,avg_age,7.33E-05,-8.90059271,"b0:-0.13(8.2e-05),avg_age:0.005(7.3e-05)",NA,"acute,muscle,avg_age,1"
"acute,muscle",23753,SDF2L1,time,1.99E-05,-10.40888907,"b0:0.28(0.00053),time.L:0.45(0.0038),time.Q:0.35(0.0027)",55.31919811,"acute,muscle,time,1"
"acute,muscle",11135,CDC42EP1,avg_age,3.83E-05,-8.131916095,"b0:-0.41(0.00046),avg_age:0.017(3.8e-05)",NA,"acute,muscle,avg_age,1"
"acute,muscle",23764,MAFF,time,7.82E-41,-7.827695456,"b0:0.86(5.8e-08),time.L:-0.84(3e-06),time.Q:-0.25(0.018)",NA,"acute,muscle,time,3"
"acute,muscle",25813,SAMM50,time,2.81E-05,-6.226930697,"b0:-0.15(0.00014),time.L:-0.3(0.00012),time.Q:-0.12(0.045)",61.5809522,"acute,muscle,time,2"
"acute,muscle",7380,UPK3A,time,9.46E-05,-5.221576915,"b0:-0.11(0.0063),time.L:-0.3(1e-04),time.Q:-0.07(0.22)",57.55263618,"acute,muscle,time,2"
"acute,muscle",55020,TTC38,training,5.35E-06,-7.419863032,"b0:0.096(0.0015),trainingresistance:-0.21(5.3e-06)",72.12009178,"acute,muscle,training,4"
"acute,muscle",421,ARVCF,time,8.31E-06,-5.118210405,"b0:-0.021(0.26),time.L:-0.14(8.4e-05),time.Q:-0.056(0.039)",73.32043837,"acute,muscle,time,2"
"acute,muscle",4330,MN1,time,0.000758398,-9.943394435,"b0:-0.24(0.025),time.L:-0.3(0.0032),time.Q:-0.1(0.097)",NA,"acute,muscle,time,2"
"acute,muscle",23481,PES1,training,0.000265338,-5.145186168,"b0:-0.00059(0.98),trainingresistance:0.17(0.00027)",78.76731172,"acute,muscle,training,2"
"acute,muscle",80020,FOXRED2,training,3.08E-07,-5.513144837,"b0:0.016(0.36),trainingresistance:-0.18(3.1e-07)",94.94569054,"acute,muscle,training,3"
"acute,muscle",8664,EIF3D,training,5.52E-05,-8.509940332,"b0:-0.048(0.18),trainingresistance:0.21(5.5e-05)",NA,"acute,muscle,training,2"
"acute,muscle",23466,CBX6,time,7.58E-05,-6.542768947,"b0:0.13(0.0026),time.L:0.15(0.089),time.Q:0.25(0.00018)",57.16108382,"acute,muscle,time,1"
"acute,muscle",5155,PDGFB,time,1.72E-06,-8.843299984,"b0:0.076(0.083),time.L:-0.39(6.2e-06),time.Q:0.25(0.00014)",62.54410724,"acute,muscle,time,4"
"acute,muscle",10766,TOB2,training,0.00064733,-6.283879592,"b0:-0.019(0.85),trainingresistance:-0.49(0.00065)",41.24482427,"acute,muscle,training,3"
"acute,muscle",1375,CPT1B,time,1.13E-08,-14.0143145,"b0:-0.12(1e-05),time.L:-0.29(9.4e-08),time.Q:-0.14(0.00022)",90.42208969,"acute,muscle,time,2"
"acute,muscle",23609,MKRN2,time,6.91E-39,-9.407034117,"b0:-0.012(0.84),time.L:-0.36(8.3e-07),time.Q:-0.25(3.5e-08)",NA,"acute,muscle,time,3"
"acute,muscle",117248,GALNT15,avg_age,2.41E-06,-5.338334807,"b0:0.29(1e-04),avg_age:-0.012(2.4e-06)",88.08804767,"acute,muscle,avg_age,1"
"acute,muscle",4615,MYD88,base_model,3.80E-05,-10.03305907,b0:0.2(3.8e-05),NA,"acute,muscle,base_model,2"
"acute,muscle",132228,LSMEM2,time,6.17E-06,-6.643301077,"b0:-0.11(0.0033),time.L:-0.37(1.1e-06),time.Q:0.0044(0.93)",80.84015421,"acute,muscle,time,2"
"acute,muscle",10550,ARL6IP5,time,0.00013376,-6.821916121,"b0:0.045(0.34),time.L:0.23(0.011),time.Q:0.12(0.027)",NA,"acute,muscle,time,1"
"acute,muscle",253559,CADM2,time,5.26E-05,-6.653526081,"b0:-0.07(0.018),time.L:-0.23(1e-04),time.Q:-0.13(0.0018)",69.01990401,"acute,muscle,time,2"
"acute,muscle",523,ATP6V1A,avg_age,0.000372529,-5.541687988,"b0:-0.26(0.0028),avg_age:0.011(0.00037)",69.9483047,"acute,muscle,avg_age,1"
"acute,muscle",131870,NUDT16,training,7.03E-06,-5.66227626,"b0:0.0056(0.93),trainingresistance:-0.27(7e-06)",NA,"acute,muscle,training,3"
"acute,muscle",3280,HES1,time,1.68E-08,-26.89828571,"b0:0.42(0.0029),time.L:-1.3(3e-09),time.Q:0.7(5.8e-07)",NA,"acute,muscle,time,4"
"acute,muscle",131583,FAM43A,training,0.000410931,-6.454189399,"b0:0.29(5.9e-05),trainingresistance:-0.37(0.00041)",46.19937023,"acute,muscle,training,4"
"acute,muscle",84248,FYTTD1,training,4.32E-10,-10.13508487,"b0:-0.005(0.96),trainingresistance:0.54(4.3e-10)",NA,"acute,muscle,training,2"
"acute,muscle",64343,AZI2,training,0.000389278,-5.791989848,"b0:-0.12(0.00065),trainingresistance:0.17(0.00039)",46.17763135,"acute,muscle,training,1"
"acute,muscle",30,ACAA1,training,3.39E-05,-5.309827942,"b0:0.062(0.014),trainingresistance:-0.15(3.4e-05)",87.25452371,
"acute,muscle",64651,CSRNP1,time,3.97E-05,-7.587701106,"b0:0.34(0.23),time.L:-0.6(0.0083),time.Q:-0.32(0.018)",NA,"acute,muscle,time,4"
"acute,muscle",29122,PRSS50,training,5.27E-06,-7.49236925,"b0:0.02(0.53),trainingresistance:-0.23(5.3e-06)",96.77113642,"acute,muscle,training,3"
"acute,muscle",1294,COL7A1,time,1.10E-13,-18.34451412,"b0:-0.057(0.0066),time.L:-0.27(1.3e-10),time.Q:-0.13(4.2e-05)",95.52414632,"acute,muscle,time,2"
"acute,muscle",3615,IMPDH2,time,2.84E-07,-5.147684482,"b0:0.16(0.02),time.L:0.32(0.0074),time.Q:0.16(0.029)",NA,"acute,muscle,time,1"
"acute,muscle",11186,RASSF1,time,2.70E-06,-7.322916056,"b0:0.2(2.4e-06),time.L:-0.31(0.00026),time.Q:0.28(9.2e-06)",60.30682839,"acute,muscle,time,4"
"acute,muscle",3700,ITIH4,training;avg_age,1.18E-06,-18.68677327,"b0:-1.3(3.2e-05),trainingresistance:1.1(0.00069),avg_age:0.031(0.0049)",NA,"acute,muscle,training;avg_age,1"
"acute,muscle",201627,DENND6A,training,0.000491438,-5.165706652,"b0:-0.077(0.13),trainingresistance:0.29(0.00049)",46.80855041,"acute,muscle,training,1"
"acute,muscle",83787,ARMC10,training,0.000115688,-5.148853527,"b0:-0.0072(0.78),trainingresistance:0.17(0.00012)",70.41199814,"acute,muscle,training,2"
"acute,muscle",2624,GATA2,avg_age,0.00074324,-7.877825426,"b0:-0.42(0.00047),avg_age:0.014(0.00074)",NA,"acute,muscle,avg_age,1"
"acute,muscle",6184,RPN1,time,5.47E-05,-5.441339805,"b0:0.096(0.001),time.L:0.19(0.0013),time.Q:0.12(0.0034)",67.2700863,"acute,muscle,time,1"
"acute,muscle",349565,NMNAT3,time,5.62E-07,-9.215273162,"b0:-0.13(0.00021),time.L:-0.29(1e-05),time.Q:-0.12(0.015)",67.82449731,"acute,muscle,time,2"
"acute,muscle",5918,RARRES1,time,0.000188838,-6.570285667,"b0:0.13(0.03),time.L:0.36(0.0029),time.Q:0.24(0.0073)",72.22170088,"acute,muscle,time,1"
"acute,muscle",8706,B3GALNT1,avg_age,1.65E-07,-12.09113013,"b0:0.27(4.7e-06),avg_age:-0.011(1.6e-07)",87.76036345,"acute,muscle,avg_age,1"
"acute,muscle",8743,TNFSF10,time,9.71E-08,-12.05795235,"b0:-0.15(0.061),time.L:0.36(0.017),time.Q:-0.64(2.9e-08)",66.69591014,"acute,muscle,time,2"
"acute,muscle",255798,SMCO1,time,9.24E-16,-19.83194875,"b0:-0.57(2.7e-20),time.L:-0.98(8.3e-15),time.Q:-0.5(2.5e-09)",95.84721864,"acute,muscle,time,2"
"acute,muscle",22916,NCBP2,training,5.88E-05,-7.397979565,"b0:-0.044(0.31),trainingresistance:0.25(5.9e-05)",54.16058347,"acute,muscle,training,2"
"acute,muscle",285489,DOK7,time,6.47E-10,-15.5666005,"b0:0.076(0.018),time.L:-0.28(1.2e-05),time.Q:-0.23(1e-06)",89.17335553,"acute,muscle,time,3"
"acute,muscle",11019,LIAS,time,0.000186205,-5.762647251,"b0:-0.21(0.00031),time.L:-0.28(0.017),time.Q:-0.25(0.0038)",48.29936546,"acute,muscle,time,2"
"acute,muscle",55858,TMEM165,training,9.64E-05,-6.613328784,"b0:0.016(0.65),trainingresistance:0.23(9.6e-05)",59.32858265,"acute,muscle,training,2"
"acute,muscle",419,ART3,time,0.000315949,-6.697501915,"b0:-0.3(4.6e-05),time.L:-0.48(0.00075),time.Q:-0.15(0.14)",41.35505555,"acute,muscle,time,2"
"acute,muscle",84803,GPAT3,time;avg_age,7.06E-07,-10.83098606,"b0:-0.9(0.0067),time.L:-0.091(0.63),time.Q:-0.58(1.2e-05),avg_age:0.033(0.0021)",65.47851205,"acute,muscle,time;avg_age,1"
"acute,muscle",6696,SPP1,time,4.91E-06,-13.23845836,"b0:0.31(1e-04),time.L:0.55(0.00054),time.Q:0.37(8e-04)",64.9022689,"acute,muscle,time,1"
"acute,muscle",58505,OSTC,time,0.000105737,-6.074451711,"b0:0.2(3.8e-06),time.L:0.27(9e-04),time.Q:0.16(0.013)",53.02501754,"acute,muscle,time,1"
"acute,muscle",80216,ALPK1,time,1.75E-07,-9.604914751,"b0:0.081(1e-06),time.L:0.19(3e-08),time.Q:0.1(4.5e-07)",100,"acute,muscle,time,1"
"acute,muscle",27309,ZNF330,training,0.000122813,-6.267550744,"b0:0.088(0.03),trainingresistance:-0.22(0.00012)",53.58254003,"acute,muscle,training,4"
"acute,muscle",2110,ETFDH,time;training,5.71E-07,-8.382773978,"b0:-0.065(0.24),time.L:-0.15(0.13),time.Q:-0.25(7.6e-05),trainingresistance:-0.23(0.0045)",74.06772314,"acute,muscle,time;training,1"
"acute,muscle",60684,TRAPPC11,training,1.59E-05,-6.74541762,"b0:-0.0077(0.78),trainingresistance:-0.19(1.6e-05)",71.94909796,"acute,muscle,training,3"
"acute,muscle",10891,PPARGC1A,time,5.58E-06,-13.66710479,"b0:0.37(0.024),time.L:-0.53(0.1),time.Q:-0.97(7e-05)",51.30136883,"acute,muscle,time,3"
"acute,muscle",2920,CXCL2,time;avg_age,5.53E-12,-6.56281798,"b0:-2.1(0.16),time.L:2(1.3e-13),time.Q:-1.1(6.6e-13),avg_age:0.065(0.18)",NA,"acute,muscle,time;avg_age,1"
"acute,muscle",3426,CFI,avg_age,0.000429172,-5.349442827,"b0:0.3(0.00034),avg_age:-0.01(0.00043)",62.36596812,"acute,muscle,avg_age,1"
"acute,muscle",4306,NR3C2,training,0.000533048,-6.414142904,"b0:-0.033(0.46),trainingresistance:-0.25(0.00053)",37.74454072,"acute,muscle,training,3"
"acute,muscle",57630,SH3RF1,training,0.000560342,-6.827300882,"b0:0.049(0.35),trainingresistance:0.31(0.00056)",38.66029728,"acute,muscle,training,2"
"acute,muscle",2180,ACSL1,time;training,2.18E-14,-15.12622311,"b0:0.16(0.00017),time.L:-0.084(0.25),time.Q:-0.35(6.8e-12),trainingresistance:-0.34(7.7e-07)",89.47807896,"acute,muscle,time;training,1"
"acute,muscle",22948,CCT5,training,0.000104396,-6.905697462,"b0:-0.027(0.47),trainingresistance:0.22(1e-04)",65.30011066,"acute,muscle,training,2"
"acute,muscle",3842,TNPO1,training,0.000154077,-6.53292746,"b0:-0.02(0.43),trainingresistance:0.12(0.00015)",NA,"acute,muscle,training,2"
"acute,muscle",51308,REEP2,base_model,2.23E-05,-9.389191097,b0:-0.29(2.2e-05),NA,"acute,muscle,base_model,1"
"acute,muscle",1958,EGR1,time,3.41E-06,-9.475740809,"b0:1.3(0.00054),time.L:-1.5(0.0076),time.Q:-0.37(0.28)",NA,"acute,muscle,time,4"
"acute,muscle",51523,CXXC5,training,0.000136282,-6.212141644,"b0:0.022(0.79),trainingresistance:-0.31(0.00014)",NA,"acute,muscle,training,3"
"acute,muscle",23092,ARHGAP26,avg_age,7.98E-06,-10.29793102,"b0:-0.13(4.6e-05),avg_age:0.0061(8e-06)",100,"acute,muscle,avg_age,1"
"acute,muscle",10915,TCERG1,training,0.000166045,-5.867889249,"b0:-0.069(0.0054),trainingresistance:0.13(0.00017)",73.00289047,"acute,muscle,training,1"
"acute,muscle",134510,UBLCP1,training,0.000750686,-5.442133991,"b0:0.0024(0.96),trainingresistance:0.26(0.00075)",45.26880978,"acute,muscle,training,2"
"acute,muscle",79844,ZDHHC11,training,0.000443431,-5.663319809,"b0:0.0095(0.76),trainingresistance:-0.19(0.00044)",52.16228073,"acute,muscle,training,3"
"acute,muscle",253260,RICTOR,training;avg_age,0.000316181,-6.435149192,"b0:-0.43(0.045),trainingresistance:0.4(0.00042),avg_age:0.017(0.01)",41.49428218,"acute,muscle,training;avg_age,1"
"acute,muscle",4208,MEF2C,training,3.29E-05,-6.549332736,"b0:-0.16(0.019),trainingresistance:0.24(3.3e-05)",NA,"acute,muscle,training,1"
"acute,muscle",1070,CETN3,training,3.12E-05,-8.111601776,"b0:-0.016(0.65),trainingresistance:-0.22(3.1e-05)",74.75172707,"acute,muscle,training,3"
"acute,muscle",51306,FAM13B,training,9.79E-07,-11.35615833,"b0:-0.056(0.27),trainingresistance:0.4(9.8e-07)",69.3595822,"acute,muscle,training,2"
"acute,muscle",81848,SPRY4,time,1.52E-05,-5.018232646,"b0:0.13(0.0015),time.L:-0.34(1.5e-05),time.Q:0.2(0.00098)",62.96924963,"acute,muscle,time,4"
"acute,muscle",6690,SPINK1,training,4.37E-05,-15.90651355,"b0:8.4e-05(0.97),trainingresistance:0.22(4.4e-05)",99.82852232,"acute,muscle,training,2"
"acute,muscle",26112,CCDC69,training,5.68E-06,-7.955657662,"b0:-0.025(0.45),trainingresistance:-0.26(5.7e-06)",79.28652158,"acute,muscle,training,3"
"acute,muscle",84868,HAVCR2,time,3.10E-05,-7.057623443,"b0:0.17(0.0013),time.L:0.38(2e-04),time.Q:0.18(0.02)",68.5361407,"acute,muscle,time,1"
"acute,muscle",79646,PANK3,training,3.42E-05,-6.764426739,"b0:-0.0068(0.8),trainingresistance:0.17(3.4e-05)",65.9617119,"acute,muscle,training,2"
"acute,muscle",55003,PAK1IP1,training,1.64E-06,-11.45259901,"b0:0.015(0.67),trainingresistance:0.27(1.6e-06)",72.47753717,"acute,muscle,training,2"
"acute,muscle",3720,JARID2,time,0.000192393,-5.574318979,"b0:-0.0094(0.84),time.L:-0.25(3.7e-05),time.Q:-0.11(0.0026)",NA,"acute,muscle,time,2"
"acute,muscle",57380,MRS2,training,0.000137207,-6.531523429,"b0:0.028(0.43),trainingresistance:-0.22(0.00014)",64.85321592,"acute,muscle,training,3"
"acute,muscle",7422,VEGFA,time,1.61E-06,-12.14253414,"b0:0.3(0.0033),time.L:-0.87(2.1e-05),time.Q:-0.25(0.095)",60.44367069,"acute,muscle,time,3"
"acute,muscle",22875,ENPP4,training,3.09E-05,-8.023182949,"b0:0.015(0.7),trainingresistance:-0.22(3.1e-05)",74.12770168,"acute,muscle,training,3"
"acute,muscle",9532,BAG2,avg_age,1.47E-05,-11.69938727,"b0:-0.54(1.7e-05),avg_age:0.019(1.5e-05)",NA,"acute,muscle,avg_age,1"
"acute,muscle",51250,MTRES1,training,0.000995986,-5.016501261,"b0:-0.021(0.72),trainingresistance:-0.28(0.001)",41.79519739,"acute,muscle,training,3"
"acute,muscle",25842,ASF1A,training,8.15E-05,-6.265826969,"b0:-0.025(0.61),trainingresistance:-0.29(8.1e-05)",60.92702759,"acute,muscle,training,3"
"acute,muscle",10924,SMPDL3A,time,1.46E-05,-9.66433244,"b0:0.2(0.007),time.L:-0.57(1e-04),time.Q:-0.18(0.11)",55.08463789,"acute,muscle,time,3"
"acute,muscle",23493,HEY2,avg_age,0.000203101,-7.158636625,"b0:-0.42(0.0037),avg_age:0.019(2e-04)",51.14990987,"acute,muscle,avg_age,1"
"acute,muscle",58527,ABRACL,time,0.00010614,-7.609729732,"b0:0.49(0.00047),time.L:0.5(7.5e-05),time.Q:0.31(2.3e-05)",NA,"acute,muscle,time,1"
"acute,muscle",84946,LTV1,training,0.000474142,-5.799714005,"b0:-0.064(0.078),trainingresistance:0.18(0.00047)",53.57863331,"acute,muscle,training,2"
"acute,muscle",2762,GMDS,time,9.50E-10,-26.56259036,"b0:0.12(8.7e-10),time.L:0.25(1.1e-08),time.Q:0.15(1.2e-09)",99.9998065,"acute,muscle,time,1"
"acute,muscle",4739,NEDD9,time,9.01E-06,-9.73051303,"b0:0.14(0.045),time.L:-0.5(0.00025),time.Q:0.42(4.8e-05)",52.94904691,"acute,muscle,time,4"
"acute,muscle",2289,FKBP5,time,0.000114142,-7.758847801,"b0:0.23(0.13),time.L:-0.48(0.00082),time.Q:-0.18(0.043)",NA,"acute,muscle,time,3"
"acute,muscle",115004,CGAS,avg_age,4.43E-08,-10.87135979,"b0:-0.21(2.3e-07),avg_age:0.0089(4.4e-08)",100,"acute,muscle,avg_age,1"
"acute,muscle",51805,COQ3,time,2.01E-05,-7.922896918,"b0:-0.16(0.00055),time.L:-0.38(4.6e-05),time.Q:-0.12(0.069)",64.89778073,"acute,muscle,time,2"
"acute,muscle",6648,SOD2,base_model,8.29E-06,-5.409984209,b0:0.16(8.3e-06),NA,"acute,muscle,base_model,2"
"acute,muscle",7975,MAFK,base_model,0.000972046,-7.325061797,b0:0.12(0.00097),NA,"acute,muscle,base_model,2"
"acute,muscle",392617,ELFN1,avg_age,2.28E-05,-6.480340558,"b0:-0.5(5.6e-05),avg_age:0.019(2.3e-05)",65.62504412,"acute,muscle,avg_age,1"
"acute,muscle",28988,DBNL,time,6.76E-06,-7.595040342,"b0:0.19(0.00011),time.L:0.32(0.00091),time.Q:0.21(0.0051)",61.53742871,"acute,muscle,time,1"
"acute,muscle",352954,CASTOR3,time,9.88E-08,-8.079644029,"b0:-0.12(0.00016),time.L:-0.29(3e-06),time.Q:-0.19(7e-05)",84.2520247,"acute,muscle,time,2"
"acute,muscle",57414,RHBDD2,time,1.96E-05,-5.16602425,"b0:0.074(0.026),time.L:0.12(0.076),time.Q:0.19(0.00013)",67.481411,"acute,muscle,time,1"
"acute,muscle",23089,PEG10,training,2.76E-05,-6.42817978,"b0:-0.056(0.24),trainingresistance:0.34(2.8e-05)",77.74599806,"acute,muscle,training,2"
"acute,muscle",79027,ZNF655,training,0.000133167,-5.395740233,"b0:-0.0094(0.71),trainingresistance:0.15(0.00013)",59.29023213,"acute,muscle,training,2"
"acute,muscle",3475,IFRD1,training;avg_age,2.88E-05,-12.48242569,"b0:-1.5(7e-04),trainingresistance:0.66(0.0063),avg_age:0.057(5.5e-05)",47.11715242,"acute,muscle,training;avg_age,1"
"acute,muscle",27044,SND1,time,7.24E-08,-6.378105284,"b0:0.11(0.00044),time.L:0.18(3.5e-05),time.Q:0.13(2.4e-07)",NA,"acute,muscle,time,1"
"acute,muscle",813,CALU,training,3.94E-05,-8.187709267,"b0:0.05(0.73),trainingresistance:0.44(3.9e-05)",NA,"acute,muscle,training,2"
"acute,muscle",55281,TMEM140,time,1.36E-13,-5.681161733,"b0:0.16(0.042),time.L:-0.34(0.02),time.Q:-0.49(2.5e-08)",NA,"acute,muscle,time,3"
"acute,muscle",154791,FMC1,time,2.44E-05,-7.164658248,"b0:-0.24(1.2e-07),time.L:-0.31(0.00049),time.Q:-0.18(0.0059)",65.05383196,"acute,muscle,time,2"
"acute,muscle",1180,CLCN1,training,4.18E-06,-6.769511415,"b0:-0.038(0.58),trainingresistance:-0.31(4.2e-06)",NA,"acute,muscle,training,3"
"acute,muscle",26047,CNTNAP2,avg_age,9.24E-05,-9.208230848,"b0:-0.17(8.4e-05),avg_age:0.0064(9.2e-05)",92.73252794,"acute,muscle,avg_age,1"
"acute,muscle",155038,GIMAP8,time,1.04E-05,-7.584719458,"b0:-0.13(0.0085),time.L:0.37(1e-04),time.Q:-0.28(0.00016)",54.37802045,"acute,muscle,time,1"
"acute,muscle",11014,KDELR2,time,0.000130731,-6.522415703,"b0:0.071(0.036),time.L:0.23(0.00085),time.Q:0.12(0.01)",48.77703642,"acute,muscle,time,1"
"acute,muscle",55536,CDCA7L,training,0.000864581,-6.154307241,"b0:-0.035(0.65),trainingresistance:-0.37(0.00086)",41.14726467,"acute,muscle,training,3"
"acute,muscle",3209,HOXA13,training,1.12E-05,-8.771356639,"b0:0.049(0.12),trainingresistance:-0.21(1.1e-05)",74.21529448,"acute,muscle,training,3"
"acute,muscle",11112,HIBADH,time,4.18E-05,-6.179524652,"b0:-0.17(0.00017),time.L:-0.26(0.0029),time.Q:-0.19(0.0027)",54.66990583,"acute,muscle,time,2"
"acute,muscle",8976,WASL,time,2.71E-05,-6.648885754,"b0:-0.042(0.0013),time.L:-0.11(2.1e-05),time.Q:-0.055(0.0029)",69.07498181,"acute,muscle,time,2"
"acute,muscle",51650,MRPS33,training,0.000104169,-7.901026411,"b0:0.019(0.68),trainingresistance:-0.25(1e-04)",52.62489725,"acute,muscle,training,3"
"acute,muscle",474344,GIMAP6,time,1.75E-10,-12.94336986,"b0:-0.18(0.00012),time.L:0.47(1.5e-07),time.Q:-0.37(1.2e-07)",76.65248035,"acute,muscle,time,1"
"acute,muscle",136371,ASB10,training,5.28E-06,-7.374929745,"b0:0.033(0.71),trainingresistance:-0.44(5.3e-06)",NA,"acute,muscle,training,3"
"acute,muscle",51422,PRKAG2,time,1.12E-05,-11.64868333,"b0:0.38(0.00054),time.L:-0.16(0.46),time.Q:-0.72(1.3e-05)",52.42223878,"acute,muscle,time,3"
"acute,muscle",4023,LPL,time;training,2.65E-05,-8.961338154,"b0:0.25(0.063),time.L:-0.35(0.12),time.Q:-0.59(0.00037),trainingresistance:-0.52(0.012)",59.01482073,"acute,muscle,time;training,1"
"acute,muscle",56892,TCIM,time,4.52E-11,-15.18586632,"b0:0.4(8.8e-06),time.L:-1.1(1.5e-09),time.Q:0.59(1e-05)",79.44413882,"acute,muscle,time,4"
"acute,muscle",64321,SOX17,time,5.34E-13,-10.63710135,"b0:0.2(6.6e-09),time.L:-0.4(2.1e-09),time.Q:0.31(1.9e-10)",88.2246417,"acute,muscle,time,4"
"acute,muscle",761,CA3,time,5.20E-06,-12.11816771,"b0:-0.19(2.6e-09),time.L:-0.33(8.3e-07),time.Q:-0.12(0.008)",99.87725469,"acute,muscle,time,2"
"acute,muscle",760,CA2,time,0.000758554,-5.188639369,"b0:-0.23(3e-05),time.L:-0.33(0.0027),time.Q:-0.17(0.039)",37.92500585,"acute,muscle,time,2"
"acute,muscle",734,OSGIN2,training,3.78E-06,-7.663620309,"b0:0.037(0.15),trainingresistance:-0.17(3.8e-06)",79.02069885,"acute,muscle,training,3"
"acute,muscle",83955,NACA4P,time,3.53E-10,-12.54407056,"b0:0.16(1.4e-10),time.L:0.26(4.6e-07),time.Q:0.19(1.5e-10)",100,"acute,muscle,time,1"
"acute,muscle",22882,ZHX2,time,1.85E-07,-10.344314,"b0:-0.031(0.17),time.L:-0.18(4.9e-05),time.Q:-0.13(8.3e-05)",81.57825733,"acute,muscle,time,2"
"acute,muscle",157310,PEBP4,time,5.66E-06,-7.903481007,"b0:-0.24(5.1e-08),time.L:-0.37(2e-05),time.Q:-0.2(0.0014)",77.27940138,"acute,muscle,time,2"
"acute,muscle",8793,TNFRSF10D,avg_age,3.44E-05,-7.358389074,"b0:-0.37(0.00039),avg_age:0.015(3.4e-05)",68.95735506,"acute,muscle,avg_age,1"
"acute,muscle",78986,DUSP26,time,4.14E-08,-7.809919533,"b0:-0.14(5.2e-08),time.L:-0.25(2.5e-07),time.Q:-0.086(0.022)",86.61605628,"acute,muscle,time,2"
"acute,muscle",286,ANK1,time,5.73E-09,-10.98685845,"b0:-0.18(0.0091),time.L:-0.47(1.7e-09),time.Q:-0.18(0.00019)",NA,"acute,muscle,time,2"
"acute,muscle",115294,PCMTD1,time,0.000142145,-5.464769559,"b0:-0.18(0.0019),time.L:-0.36(0.0016),time.Q:-0.17(0.033)",50.13185446,"acute,muscle,time,2"
"acute,muscle",767,CA8,avg_age,3.52E-09,-7.205701084,"b0:-0.29(3.3e-09),avg_age:0.012(3.5e-09)",99.97191237,"acute,muscle,avg_age,1"
"acute,muscle",6482,ST3GAL1,time,3.08E-08,-13.14146637,"b0:-0.04(0.38),time.L:-0.41(3.7e-06),time.Q:-0.2(0.0043)",68.13705471,"acute,muscle,time,3"
"acute,muscle",26233,FBXL6,time,3.95E-05,-6.164804932,"b0:-0.027(0.39),time.L:0.2(0.0026),time.Q:0.048(0.26)",77.59270598,"acute,muscle,time,1"
"acute,muscle",55664,CDC37L1,training;avg_age,0.000401207,-9.373150406,"b0:-0.54(0.019),trainingresistance:0.59(0.011),avg_age:0.02(0.014)",NA,"acute,muscle,training;avg_age,1"
"acute,muscle",22844,FRMPD1,time;training,1.03E-07,-5.301468702,"b0:-0.1(3.7e-05),time.L:-0.2(0.00011),time.Q:-0.081(0.0064),trainingresistance:-0.1(0.00067)",100,"acute,muscle,time;training,1"
