Category,Prop._SNPs,Prop._h2,Prop._h2_std_error,Enrichment,Enrichment_std_error,Enrichment_p,cluster,gwas
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.0103016201795333,0.00436057970760251,2.12983719515162,0.901540213269243,0.209256027764863,SMLINT-sex_homogeneous_changing,imputed_GIANT_2017_BMI_Active_EUR
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.00632181323463736,0.00239937560176269,0.905005496025014,0.343485013876421,0.782739796555462,LIVER-sex_homogeneous_changing,imputed_GIANT_2017_BMI_Active_EUR
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.0726289285938627,0.00681924602341409,1.68870778781447,0.158555469421249,1.48682322528788e-05,BLOOD-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00249913828552257,0.00175654131438683,1.31873600805412,0.926885196523757,0.731339949890241,HIPPOC-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.001676031176895,0.000507788962569981,1.12842651168152,0.341880590052485,0.706841590765477,CORTEX-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.04872638309251,0.00702626547633019,2.03405940511176,0.29330806983575,0.000622876672716732,SKM-GN-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0669884695773764,0.0104363143017126,1.77267586004911,0.276169952041704,0.00524840094616291,SKM-VL-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.054043781853877,0.0063767342670282,1.51922387550706,0.179256273597335,0.0044243703804936,HEART-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0114181717961223,0.00263761661289111,1.14686915644747,0.264928676312749,0.578799853953729,KIDNEY-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0610388665163756,0.00640956602081691,1.74071017449034,0.182788400625204,8.30704294605625e-05,ADRNL-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0515794257406226,0.0070695444333539,1.62083045407533,0.222153169592082,0.00583247234856866,COLON-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.050991365047419,0.00600815762808091,1.76506787916538,0.207972585798129,0.000354269358743308,SPLEEN-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0645163881847417,0.0109310104308202,1.56293284489016,0.264807682371258,0.0324665733698266,BAT-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0174098508468276,0.00715041960902357,1.67413358278849,0.687585304653945,0.327550894338924,WAT-SC-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.036192168029998,0.00901315749485128,1.80094049251262,0.448499252225433,0.0768671260876023,LUNG-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.00701993359392968,0.00192538742115131,1.45135574941408,0.398069592275619,0.257059679318508,SMLINT-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.00845273797840773,0.00211645222534075,1.2100601588489,0.302982834974185,0.487708570466498,LIVER-sex_homogeneous_changing,imputed_GIANT_HEIGHT
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.0505849479197511,0.00675130368407852,1.17615937825485,0.156975730331334,0.264488263938737,BLOOD-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00381404666066442,0.00198264959762769,2.01258197553683,1.04619717559925,0.331745482013205,HIPPOC-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00154165724575597,0.00161218855079248,1.03795617409684,1.08544299630151,0.972102241827885,CORTEX-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0407277724755165,0.00893069294728203,1.70016125547004,0.372807477811268,0.0651374649176098,SKM-GN-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0439545499464206,0.00572317762607613,1.16314300238406,0.151449031221706,0.284358861440398,SKM-VL-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0465728652678694,0.00712942774188876,1.30920906048037,0.200415227666062,0.124065778419046,HEART-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.00803782788569447,0.00241122744489016,0.807339130250864,0.242189593491954,0.427810455098645,KIDNEY-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0467235479591705,0.00531351145048583,1.33246503355359,0.151531048527093,0.0308530951335429,ADRNL-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.041334909514577,0.00714034787698302,1.29890705830231,0.224378095054893,0.182484368463337,COLON-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.041370758257794,0.0121412508224427,1.43205023967571,0.420269820579524,0.304699168202622,SPLEEN-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0646205106706105,0.0112266010579333,1.56545524978037,0.271968472253572,0.042405740103183,BAT-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0173448101333487,0.00555086854672357,1.66787925909316,0.533772260858145,0.212632570628466,WAT-SC-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0272388413888676,0.00695111768757205,1.3554184536743,0.345891113828638,0.304317579670512,LUNG-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.0103989937008842,0.00531323184147929,2.14996895539727,1.09849893562657,0.29708141918779,SMLINT-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.00978850477344507,0.00266781251989449,1.40128319028758,0.381913369354283,0.29427225486294,LIVER-sex_homogeneous_changing,imputed_GIANT_HIP_Combined_EUR
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.0465864612466199,0.00724859183021983,1.08318987264438,0.168538263077379,0.621147796396668,BLOOD-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.002404538087429,0.0017453054487555,1.26881772689388,0.920956296680347,0.770577631867675,HIPPOC-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00150419193453283,0.00138599352066838,1.01273179221457,0.933151993412471,0.989097525726752,CORTEX-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0402014718117127,0.00968580530637909,1.6781910876229,0.404329279727519,0.099897506482375,SKM-GN-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0336034347937913,0.00502269480973547,0.889227624537428,0.132912572832071,0.405372452655763,SKM-VL-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0378965389978485,0.00576907912938677,1.06530899336915,0.162174489874733,0.686799468654808,HEART-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.00794227217268945,0.0026727711823647,0.797741280268872,0.268459687420074,0.452831269904928,KIDNEY-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0393126152467768,0.00596194719126371,1.12111959561912,0.170023179130016,0.476709788101996,ADRNL-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0382268463052372,0.00657030089026261,1.20123936560209,0.206464954242186,0.325647299569689,COLON-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.0437916032117483,0.0127168063466813,1.51584787217075,0.44019269512044,0.242397141099273,SPLEEN-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0547202346752325,0.01090289224682,1.32561748201281,0.264126509191092,0.219509438760542,BAT-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.019243374556455,0.00607985717750385,1.85044546760199,0.584639878248672,0.149158389560092,WAT-SC-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0334053248760993,0.00753162466935212,1.66226577487819,0.374777433344161,0.0774008377949958,LUNG-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.0121093676320417,0.00597438220526752,2.50358498401325,1.2351903115309,0.227705564708314,SMLINT-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.00815349727611454,0.0023384863495737,1.16722205684267,0.334768352084205,0.616756481871264,LIVER-sex_homogeneous_changing,imputed_GIANT_WC_Combined_EUR
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.0581132764937291,0.00753306376441317,1.35120184877226,0.175152569249693,0.0438620355914125,BLOOD-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00165640786518258,0.00170705720710547,0.874047149969365,0.900773606590388,0.888586024788968,HIPPOC-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00232423296076457,0.00132115695268318,1.56484326091691,0.889499283815218,0.525885386876776,CORTEX-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0305970033994116,0.00646412996582077,1.27725717738274,0.269841993563926,0.308181174302095,SKM-GN-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0372149834744776,0.00696880671261791,0.984797880195382,0.184411369758745,0.934383586843606,SKM-VL-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0438428800145201,0.00722778988650293,1.23246648928348,0.20318028431861,0.253444750021481,HEART-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0128715264318101,0.00406792015339939,1.29284765763068,0.408591869007365,0.475478315267983,KIDNEY-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0460446914252789,0.00877827938364332,1.31310536088917,0.250339514963426,0.210453057799751,ADRNL-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0452619963130738,0.00711411719901974,1.42231172571387,0.223553822952917,0.0546612132628175,COLON-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.044749236434712,0.00747000328173403,1.54899637957594,0.258574424073318,0.0372629934650167,SPLEEN-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0420488975897242,0.00764313147330364,1.01864975680622,0.185157625117414,0.919684224994763,BAT-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0139606565341223,0.00379642915659421,1.34245859698496,0.365065134770519,0.347399265686366,WAT-SC-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0292484428802942,0.00593351286585418,1.45541723508812,0.295254585856928,0.11932943600539,LUNG-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.00903652928547911,0.00297594870961944,1.86828244993228,0.61527081586676,0.15873141729752,SMLINT-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.0109230678952914,0.00293310622396003,1.56370270866759,0.419891754878973,0.176973761545585,LIVER-sex_homogeneous_changing,imputed_GIANT_WHR_Combined_EUR
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.0913230150244196,0.0141610780273864,2.12336722658837,0.329261675914583,0.000961375561131271,BLOOD-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.0354757120260559,0.0352166943910489,18.719691955876,18.5830144922945,0.341947553704875,HIPPOC-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00289089417701337,0.00163475969197151,1.94636094887631,1.10063953587454,0.386218062602166,CORTEX-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0325996833554661,0.00555410513790862,1.36085808804971,0.2318534452125,0.110578958324785,SKM-GN-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0774049260527733,0.0311685022358254,2.04832032629356,0.824793458574463,0.205973926690193,SKM-VL-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0990257900635907,0.0322597351805265,2.78371237901746,0.906852892647352,0.0598436765234785,HEART-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0740306455946392,0.0333031238835159,7.43581946220313,3.34504737512571,0.0657978674130322,KIDNEY-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0989643822300455,0.0248915925900338,2.82227237974308,0.709859978627158,0.0135977424278427,ADRNL-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0813577397947092,0.0145168992688465,2.55658337487356,0.456178642856801,0.00152762174879881,COLON-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.06599640578122,0.0123633549019552,2.28446788738581,0.427957961036532,0.00341419674815319,SPLEEN-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0835283258949359,0.0142462320720479,2.0235039141692,0.345120126030199,0.00354516095512038,BAT-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0226642352636162,0.0047094202924306,2.179395890112,0.452858484336775,0.0111674420718012,WAT-SC-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0542568355254451,0.0140051863351013,2.69984743694773,0.696905119228078,0.0202266746873013,LUNG-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.0167735187134547,0.00729234460283293,3.46788790761902,1.50767612320185,0.106997040057093,SMLINT-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.0202746577788994,0.00962231340505276,2.90243891094369,1.37749189873804,0.173394050282462,LIVER-sex_homogeneous_changing,imputed_GLGC_Mc_HDL
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.116056267073362,0.0277419669745545,2.69844435028638,0.645033275118157,0.00663294317688585,BLOOD-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.0177058179986405,0.0184305583974071,9.34294027750359,9.72536859925015,0.390555531455927,HIPPOC-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.0165337216753796,0.0180250126438674,11.1317081283808,12.1357540486903,0.404181848104491,CORTEX-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0533037240441851,0.020858856458091,2.22513829958831,0.870742921302074,0.163830188896451,SKM-GN-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0738061173875827,0.0195116178469206,1.95308720205641,0.516324289328455,0.0699062170012347,SKM-VL-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0951912338786032,0.0266068918329493,2.67591923226919,0.747945904950589,0.0216219445769327,HEART-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0421514565703141,0.0219010234966941,4.23379559381349,2.1997924704128,0.143646503501114,KIDNEY-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0747397072528272,0.0169141669281121,2.13143159888991,0.482359259684055,0.0179914017426195,ADRNL-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.107386673889638,0.0264696676724164,3.37451588308591,0.831782108014371,0.00691602634988825,COLON-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.074540470950378,0.0249522325662456,2.58022100114442,0.863722400355189,0.0701829465622061,SPLEEN-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0722698545438231,0.0166976786907688,1.75076337253314,0.404507307267353,0.048428784507041,BAT-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.0330023248491694,0.0132078210925408,3.17350796547215,1.27006584036955,0.0939669486779098,WAT-SC-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0789152849504482,0.0298446580913713,3.92686428808676,1.4850852039976,0.0619229648848865,LUNG-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.00130241253267942,0.00220947990728859,0.269270911486655,0.456805085653679,0.120147592045578,SMLINT-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.0194756930193845,0.00889829654610264,2.78806231175383,1.27384454120863,0.156555989007629,LIVER-sex_homogeneous_changing,imputed_GLGC_Mc_LDL
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.0875516283313907,0.0202478452623055,2.03567806191693,0.4707861542626,0.0192262116458296,BLOOD-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.0327131490493284,0.033392504355127,17.2619529851948,17.6204326696561,0.355263866103118,HIPPOC-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.000127680873414652,0.00084324302779841,0.0859640826387638,0.567732749531031,0.113168116532614,CORTEX-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0179021896061896,0.00583141687144294,0.747318286921267,0.243429690029859,0.317932448872318,SKM-GN-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.0571359200751165,0.0293102531637676,1.51195372722861,0.77561972326184,0.498175597517045,SKM-VL-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0878606006612613,0.0294484895862596,2.46984792074472,0.827826013324363,0.0880957645195089,HEART-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0763380176315271,0.0323170789765853,7.66757756400843,3.2460066082829,0.0564840593150507,KIDNEY-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0801167089319643,0.0173436049325856,2.28477326568863,0.494605999283967,0.00785700925241691,ADRNL-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0840464576607868,0.0172116079533122,2.64107357105507,0.540857094350366,0.00806853239035723,COLON-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.0561011248469056,0.00928155182711425,1.94194239279993,0.321281240139644,0.00475760212046808,SPLEEN-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0572895329807481,0.0140634086043047,1.38785966299964,0.340691161381181,0.221412521595788,BAT-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.020616143160467,0.0081727356665071,1.98245107991848,0.78589135328784,0.204278988756895,WAT-SC-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0635580669172544,0.0257154007819607,3.16268139124012,1.27961128250283,0.11797759677928,LUNG-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.0130463454592716,0.00710387115921504,2.69730307812735,1.46870965545018,0.242120614478554,SMLINT-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_LIVER-sex_homogeneous_changingL2_0,0.00698538656660559,0.0219107173286918,0.0122431967448555,3.13665065201093,1.75268707438261,0.225891620322365,LIVER-sex_homogeneous_changing,imputed_GLGC_Mc_TG
Cluster_BLOOD-sex_homogeneous_changingL2_0,0.0430085827269496,0.0372570449992189,0.0162652261972625,0.866270000938052,0.378185589153827,0.724771962612956,BLOOD-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_HIPPOC-sex_homogeneous_changingL2_0,0.00189510127141383,0.00377026203366167,0.00343649287100444,1.98947786618753,1.81335579414216,0.582510863733339,HIPPOC-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_CORTEX-sex_homogeneous_changingL2_0,0.00148528163734603,0.00603204497482793,0.00434875610702956,4.0612129195957,2.92790000070298,0.286576719203703,CORTEX-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_SKM-GN-sex_homogeneous_changingL2_0,0.0239552409187542,0.0368528430334346,0.0131489522456117,1.53840419131761,0.54889668153233,0.319176429815841,SKM-GN-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_SKM-VL-sex_homogeneous_changingL2_0,0.0377894634248139,0.02325172319614,0.0152518080139388,0.615296463322422,0.403599485985927,0.331662875451091,SKM-VL-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_HEART-sex_homogeneous_changingL2_0,0.0355732836517194,0.0554507275485019,0.01649924566973,1.55877450311849,0.463810027527008,0.230847540232747,HEART-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_KIDNEY-sex_homogeneous_changingL2_0,0.00995594984129764,0.0119286487905244,0.00872245415808216,1.19814271673447,0.876104670787021,0.82055351936637,KIDNEY-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_ADRNL-sex_homogeneous_changingL2_0,0.035065496491538,0.0382689843507415,0.0148439830343046,1.09135726511035,0.423321627226547,0.828612463454958,ADRNL-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_COLON-sex_homogeneous_changingL2_0,0.0318228384782221,0.0317118667693159,0.0150634660752195,0.996512828075277,0.473353943128868,0.994098076902245,COLON-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_SPLEEN-sex_homogeneous_changingL2_0,0.0288891807784359,0.0217076029350876,0.0146436320559408,0.751409432533686,0.506889834234117,0.622453895092249,SPLEEN-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_BAT-sex_homogeneous_changingL2_0,0.0412790532847723,0.0597892980956685,0.0166077526854207,1.44841737728817,0.402328817253842,0.263537931224651,BAT-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_WAT-SC-sex_homogeneous_changingL2_0,0.0103993199980071,0.00643348048236067,0.00724984377869049,0.61864434247562,0.697145946088767,0.587921700514452,WAT-SC-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_LUNG-sex_homogeneous_changingL2_0,0.0200962598045112,0.0230494791008147,0.0139675297944814,1.1469536781984,0.695031310818643,0.832243560505452,LUNG-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
Cluster_SMLINT-sex_homogeneous_changingL2_0,0.00483681109663406,0.00368474200767159,0.00569820297516588,0.761812263091235,1.17809086634193,0.839704875888788,SMLINT-sex_homogeneous_changing,imputed_GPC-NEO-NEUROTICISM
